Device Serial:	0001
Lower Bound[V]:	2.6
Upper Bound[V]:	2.7
Charge Current[mA]:	0.5
Discharge Current[mA]:	-0.5
Half Cycles:	2
Samples to Average:	5

Elapsed_Time(s)	Potential(V)	Current(A)	Half-Cycle
1.758700e+03	2.614140e+00	-5.001019e-04	2
1.759150e+03	2.614138e+00	-5.001491e-04	2
1.759601e+03	2.614153e+00	-5.001160e-04	2
1.760050e+03	2.614106e+00	-5.001255e-04	2
1.760500e+03	2.614095e+00	-5.001962e-04	2
1.760950e+03	2.614085e+00	-5.000193e-04	2
1.761401e+03	2.614051e+00	-5.000995e-04	2
1.761850e+03	2.614014e+00	-5.000476e-04	2
1.762301e+03	2.614028e+00	-5.001207e-04	2
1.762750e+03	2.614017e+00	-5.000453e-04	2
1.763200e+03	2.614004e+00	-5.000665e-04	2
1.763650e+03	2.613979e+00	-5.000240e-04	2
1.764100e+03	2.613982e+00	-5.000854e-04	2
1.764550e+03	2.613952e+00	-5.000924e-04	2
1.765000e+03	2.613950e+00	-5.000948e-04	2
1.765451e+03	2.613945e+00	-5.001443e-04	2
1.765900e+03	2.613911e+00	-5.000689e-04	2
1.766351e+03	2.613913e+00	-5.000075e-04	2
1.766800e+03	2.613906e+00	-5.000665e-04	2
1.767251e+03	2.613895e+00	-5.001278e-04	2
1.767701e+03	2.613865e+00	-5.000854e-04	2
1.768151e+03	2.613831e+00	-5.001090e-04	2
1.768601e+03	2.613837e+00	-5.000453e-04	2
1.769051e+03	2.613823e+00	-5.001231e-04	2
1.769501e+03	2.613819e+00	-5.000594e-04	2
1.769951e+03	2.613788e+00	-5.001042e-04	2
1.770400e+03	2.613805e+00	-5.001325e-04	2
1.770851e+03	2.613770e+00	-5.001349e-04	2
1.771301e+03	2.613750e+00	-5.000641e-04	2
1.771751e+03	2.613763e+00	-5.001137e-04	2
1.772200e+03	2.613694e+00	-5.000288e-04	2
1.772652e+03	2.613708e+00	-5.000146e-04	2
1.773101e+03	2.613697e+00	-5.001113e-04	2
1.773550e+03	2.613675e+00	-5.001514e-04	2
1.774005e+03	2.613645e+00	-5.000877e-04	2
1.774452e+03	2.613645e+00	-5.000500e-04	2
1.774901e+03	2.613612e+00	-5.000146e-04	2
1.775351e+03	2.613644e+00	-5.000429e-04	2
1.775800e+03	2.613602e+00	-5.001915e-04	2
1.776251e+03	2.613551e+00	-5.001325e-04	2
1.776701e+03	2.613581e+00	-5.000995e-04	2
1.777150e+03	2.613556e+00	-5.001019e-04	2
1.777601e+03	2.613531e+00	-5.001042e-04	2
1.778051e+03	2.613522e+00	-5.001090e-04	2
1.778501e+03	2.613506e+00	-5.000594e-04	2
1.778951e+03	2.613474e+00	-5.001137e-04	2
1.779401e+03	2.613480e+00	-5.000311e-04	2
1.779851e+03	2.613471e+00	-5.001207e-04	2
1.780301e+03	2.613425e+00	-5.000382e-04	2
1.780751e+03	2.613421e+00	-5.000594e-04	2
1.781201e+03	2.613396e+00	-5.000523e-04	2
1.781651e+03	2.613408e+00	-5.001396e-04	2
1.782101e+03	2.613395e+00	-5.000689e-04	2
1.782551e+03	2.613388e+00	-5.000712e-04	2
1.783001e+03	2.613352e+00	-5.000783e-04	2
1.783452e+03	2.613377e+00	-5.001467e-04	2
1.783904e+03	2.613351e+00	-5.001066e-04	2
1.784352e+03	2.613307e+00	-5.000736e-04	2
1.784802e+03	2.613313e+00	-5.001184e-04	2
1.785252e+03	2.613269e+00	-5.000759e-04	2
1.785703e+03	2.613288e+00	-5.000736e-04	2
1.786152e+03	2.613275e+00	-5.001042e-04	2
1.786602e+03	2.613251e+00	-5.001231e-04	2
1.787052e+03	2.613240e+00	-5.001443e-04	2
1.787502e+03	2.613227e+00	-5.001891e-04	2
1.787952e+03	2.613197e+00	-5.001349e-04	2
1.788402e+03	2.613183e+00	-5.001420e-04	2
1.788852e+03	2.613192e+00	-5.001255e-04	2
1.789302e+03	2.613155e+00	-5.000406e-04	2
1.789752e+03	2.613142e+00	-5.000972e-04	2
1.790202e+03	2.613129e+00	-5.000476e-04	2
1.790652e+03	2.613101e+00	-5.001774e-04	2
1.791102e+03	2.613069e+00	-5.001302e-04	2
1.791553e+03	2.613096e+00	-5.001585e-04	2
1.792002e+03	2.613060e+00	-5.000948e-04	2
1.792453e+03	2.613057e+00	-5.001420e-04	2
1.792902e+03	2.613045e+00	-5.001420e-04	2
1.793352e+03	2.613023e+00	-5.001349e-04	2
1.793802e+03	2.613006e+00	-5.000901e-04	2
1.794252e+03	2.613012e+00	-5.001160e-04	2
1.794702e+03	2.612953e+00	-5.001821e-04	2
1.795153e+03	2.612986e+00	-5.000689e-04	2
1.795602e+03	2.612939e+00	-5.001656e-04	2
1.796052e+03	2.612936e+00	-5.001632e-04	2
1.796502e+03	2.612944e+00	-5.001797e-04	2
1.796953e+03	2.612886e+00	-5.001302e-04	2
1.797402e+03	2.612901e+00	-5.001679e-04	2
1.797852e+03	2.612861e+00	-5.001325e-04	2
1.798302e+03	2.612891e+00	-5.000948e-04	2
1.798752e+03	2.612860e+00	-5.001302e-04	2
1.799202e+03	2.612865e+00	-5.000948e-04	2
1.799652e+03	2.612848e+00	-5.001090e-04	2
1.800102e+03	2.612826e+00	-5.001019e-04	2
1.800553e+03	2.612798e+00	-5.000547e-04	2
1.801002e+03	2.612782e+00	-5.001137e-04	2
1.801452e+03	2.612766e+00	-5.001207e-04	2
1.801902e+03	2.612750e+00	-5.001019e-04	2
1.802353e+03	2.612719e+00	-5.001184e-04	2
1.802802e+03	2.612712e+00	-5.000948e-04	2
1.803252e+03	2.612689e+00	-5.001325e-04	2
1.803702e+03	2.612688e+00	-5.000972e-04	2
1.804152e+03	2.612693e+00	-5.001302e-04	2
1.804603e+03	2.612627e+00	-5.001019e-04	2
1.805052e+03	2.612660e+00	-5.001703e-04	2
1.805502e+03	2.612654e+00	-5.001396e-04	2
1.805952e+03	2.612617e+00	-5.001278e-04	2
1.806403e+03	2.612605e+00	-5.001514e-04	2
1.806853e+03	2.612590e+00	-5.000500e-04	2
1.807302e+03	2.612580e+00	-5.000335e-04	2
1.807753e+03	2.612530e+00	-5.000924e-04	2
1.808204e+03	2.612553e+00	-5.001632e-04	2
1.808653e+03	2.612521e+00	-5.000523e-04	2
1.809103e+03	2.612518e+00	-5.001160e-04	2
1.809553e+03	2.612517e+00	-5.002057e-04	2
1.810004e+03	2.612471e+00	-5.002104e-04	2
1.810453e+03	2.612469e+00	-5.000641e-04	2
1.810903e+03	2.612473e+00	-5.001373e-04	2
1.811358e+03	2.612445e+00	-5.000594e-04	2
1.811810e+03	2.612427e+00	-5.001491e-04	2
1.812259e+03	2.612409e+00	-5.001349e-04	2
1.812709e+03	2.612383e+00	-5.001184e-04	2
1.813159e+03	2.612370e+00	-5.001019e-04	2
1.813609e+03	2.612378e+00	-5.001160e-04	2
1.814059e+03	2.612375e+00	-5.000429e-04	2
1.814509e+03	2.612349e+00	-5.000500e-04	2
1.814959e+03	2.612338e+00	-5.000736e-04	2
1.815410e+03	2.612314e+00	-5.001207e-04	2
1.815859e+03	2.612310e+00	-5.000123e-04	2
1.816309e+03	2.612302e+00	-5.000571e-04	2
1.816759e+03	2.612263e+00	-5.001396e-04	2
1.817210e+03	2.612266e+00	-5.000665e-04	2
1.817659e+03	2.612224e+00	-5.001066e-04	2
1.818109e+03	2.612257e+00	-5.001373e-04	2
1.818559e+03	2.612229e+00	-5.000429e-04	2
1.819010e+03	2.612212e+00	-5.001443e-04	2
1.819467e+03	2.612198e+00	-5.001113e-04	2
1.819929e+03	2.612172e+00	-5.000995e-04	2
1.820379e+03	2.612157e+00	-5.001019e-04	2
1.820830e+03	2.612150e+00	-4.999887e-04	2
1.821279e+03	2.612132e+00	-5.000924e-04	2
1.821729e+03	2.612088e+00	-5.001184e-04	2
1.822179e+03	2.612093e+00	-5.000641e-04	2
1.822630e+03	2.612070e+00	-5.000712e-04	2
1.823079e+03	2.612083e+00	-5.000877e-04	2
1.823529e+03	2.612083e+00	-5.001278e-04	2
1.823979e+03	2.612064e+00	-5.000972e-04	2
1.824430e+03	2.612028e+00	-5.000523e-04	2
1.824879e+03	2.612006e+00	-5.001396e-04	2
1.825330e+03	2.612006e+00	-5.000288e-04	2
1.825779e+03	2.611974e+00	-5.000453e-04	2
1.826230e+03	2.611971e+00	-5.001255e-04	2
1.826679e+03	2.611948e+00	-5.000594e-04	2
1.827129e+03	2.611938e+00	-5.001113e-04	2
1.827579e+03	2.611951e+00	-5.000476e-04	2
1.828030e+03	2.611918e+00	-5.001656e-04	2
1.828480e+03	2.611922e+00	-5.001278e-04	2
1.828929e+03	2.611895e+00	-5.000948e-04	2
1.829379e+03	2.611876e+00	-5.000807e-04	2
1.829844e+03	2.611855e+00	-5.000523e-04	2
1.830297e+03	2.611854e+00	-5.001632e-04	2
1.830747e+03	2.611834e+00	-5.001585e-04	2
1.831197e+03	2.611806e+00	-5.001207e-04	2
1.831647e+03	2.611790e+00	-5.000736e-04	2
1.832097e+03	2.611779e+00	-5.001090e-04	2
1.832547e+03	2.611755e+00	-5.000995e-04	2
1.832997e+03	2.611758e+00	-5.001302e-04	2
1.833447e+03	2.611725e+00	-5.000618e-04	2
1.833897e+03	2.611742e+00	-5.001160e-04	2
1.834347e+03	2.611720e+00	-5.000571e-04	2
1.834797e+03	2.611681e+00	-5.001137e-04	2
1.835248e+03	2.611666e+00	-5.000689e-04	2
1.835699e+03	2.611681e+00	-5.001844e-04	2
1.836151e+03	2.611646e+00	-5.001726e-04	2
1.836597e+03	2.611669e+00	-5.000854e-04	2
1.837047e+03	2.611615e+00	-5.001019e-04	2
1.837498e+03	2.611625e+00	-5.001774e-04	2
1.837947e+03	2.611569e+00	-5.000358e-04	2
1.838397e+03	2.611591e+00	-5.000877e-04	2
1.838847e+03	2.611580e+00	-5.000523e-04	2
1.839297e+03	2.611546e+00	-5.001137e-04	2
1.839747e+03	2.611566e+00	-5.000995e-04	2
1.840197e+03	2.611551e+00	-5.000807e-04	2
1.840648e+03	2.611517e+00	-5.000005e-04	2
1.841098e+03	2.611482e+00	-5.001561e-04	2
1.841548e+03	2.611494e+00	-5.000854e-04	2
1.841997e+03	2.611457e+00	-5.000877e-04	2
1.842448e+03	2.611449e+00	-5.001019e-04	2
1.842899e+03	2.611429e+00	-5.000830e-04	2
1.843348e+03	2.611407e+00	-5.000901e-04	2
1.843798e+03	2.611427e+00	-5.000759e-04	2
1.844247e+03	2.611366e+00	-4.999604e-04	2
1.844699e+03	2.611401e+00	-5.000689e-04	2
1.845147e+03	2.611356e+00	-5.000406e-04	2
1.845597e+03	2.611347e+00	-5.000618e-04	2
1.846047e+03	2.611353e+00	-5.001868e-04	2
1.846498e+03	2.611353e+00	-5.000783e-04	2
1.846947e+03	2.611327e+00	-5.000807e-04	2
1.847397e+03	2.611301e+00	-5.001467e-04	2
1.847847e+03	2.611259e+00	-5.000665e-04	2
1.848299e+03	2.611292e+00	-5.000547e-04	2
1.848747e+03	2.611273e+00	-5.001042e-04	2
1.849197e+03	2.611211e+00	-5.001443e-04	2
1.849648e+03	2.611242e+00	-5.001325e-04	2
1.850097e+03	2.611208e+00	-5.001703e-04	2
1.850547e+03	2.611209e+00	-5.001137e-04	2
1.850997e+03	2.611176e+00	-5.001137e-04	2
1.851448e+03	2.611158e+00	-5.001585e-04	2
1.851897e+03	2.611172e+00	-5.001113e-04	2
1.852347e+03	2.611134e+00	-5.000807e-04	2
1.852797e+03	2.611117e+00	-5.000240e-04	2
1.853248e+03	2.611114e+00	-5.001302e-04	2
1.853697e+03	2.611115e+00	-5.001113e-04	2
1.854148e+03	2.611078e+00	-5.001774e-04	2
1.854597e+03	2.611080e+00	-5.000406e-04	2
1.855047e+03	2.611072e+00	-5.000830e-04	2
1.855497e+03	2.611049e+00	-5.001231e-04	2
1.855949e+03	2.611055e+00	-5.001090e-04	2
1.856397e+03	2.611004e+00	-5.001066e-04	2
1.856847e+03	2.610985e+00	-4.999981e-04	2
1.857298e+03	2.610996e+00	-5.000854e-04	2
1.857748e+03	2.610945e+00	-5.001349e-04	2
1.858198e+03	2.610947e+00	-5.001774e-04	2
1.858647e+03	2.610950e+00	-5.001160e-04	2
1.859097e+03	2.610932e+00	-5.000712e-04	2
1.859548e+03	2.610924e+00	-5.001255e-04	2
1.859998e+03	2.610922e+00	-5.000712e-04	2
1.860448e+03	2.610898e+00	-5.000500e-04	2
1.860898e+03	2.610851e+00	-5.000689e-04	2
1.861348e+03	2.610826e+00	-5.000972e-04	2
1.861798e+03	2.610837e+00	-5.001090e-04	2
1.862248e+03	2.610819e+00	-5.001373e-04	2
1.862698e+03	2.610791e+00	-5.000830e-04	2
1.863147e+03	2.610812e+00	-5.000500e-04	2
1.863598e+03	2.610781e+00	-5.001042e-04	2
1.864048e+03	2.610772e+00	-5.001302e-04	2
1.864498e+03	2.610767e+00	-5.001561e-04	2
1.864947e+03	2.610741e+00	-5.000075e-04	2
1.865398e+03	2.610704e+00	-5.000830e-04	2
1.865848e+03	2.610719e+00	-5.001113e-04	2
1.866298e+03	2.610680e+00	-5.000382e-04	2
1.866748e+03	2.610680e+00	-5.001491e-04	2
1.867198e+03	2.610650e+00	-5.000712e-04	2
1.867648e+03	2.610645e+00	-5.001113e-04	2
1.868098e+03	2.610628e+00	-5.001042e-04	2
1.868548e+03	2.610620e+00	-5.001703e-04	2
1.868999e+03	2.610582e+00	-5.001703e-04	2
1.869448e+03	2.610591e+00	-5.000712e-04	2
1.869898e+03	2.610580e+00	-5.000877e-04	2
1.870348e+03	2.610588e+00	-5.000476e-04	2
1.870798e+03	2.610560e+00	-5.001373e-04	2
1.871248e+03	2.610523e+00	-5.000547e-04	2
1.871698e+03	2.610545e+00	-5.001066e-04	2
1.872148e+03	2.610498e+00	-5.000618e-04	2
1.872599e+03	2.610497e+00	-5.000523e-04	2
1.873048e+03	2.610467e+00	-5.001184e-04	2
1.873498e+03	2.610490e+00	-5.000429e-04	2
1.873948e+03	2.610478e+00	-5.000901e-04	2
1.874398e+03	2.610437e+00	-5.001373e-04	2
1.874848e+03	2.610436e+00	-5.000759e-04	2
1.875298e+03	2.610423e+00	-5.000429e-04	2
1.875748e+03	2.610402e+00	-5.001278e-04	2
1.876199e+03	2.610400e+00	-5.000052e-04	2
1.876648e+03	2.610403e+00	-5.000877e-04	2
1.877098e+03	2.610378e+00	-5.000075e-04	2
1.877548e+03	2.610353e+00	-5.000547e-04	2
1.877998e+03	2.610320e+00	-5.001302e-04	2
1.878448e+03	2.610323e+00	-5.001160e-04	2
1.878898e+03	2.610297e+00	-5.001608e-04	2
1.879348e+03	2.610284e+00	-5.001278e-04	2
1.879798e+03	2.610255e+00	-5.000335e-04	2
1.880249e+03	2.610259e+00	-4.999887e-04	2
1.880699e+03	2.610242e+00	-5.000500e-04	2
1.881148e+03	2.610249e+00	-5.001373e-04	2
1.881598e+03	2.610239e+00	-5.001019e-04	2
1.882069e+03	2.610180e+00	-5.001066e-04	2
1.882519e+03	2.610217e+00	-5.000311e-04	2
1.882968e+03	2.610195e+00	-5.000264e-04	2
1.883418e+03	2.610162e+00	-5.001042e-04	2
1.883869e+03	2.610149e+00	-5.000311e-04	2
1.884318e+03	2.610110e+00	-5.000830e-04	2
1.884768e+03	2.610104e+00	-5.000759e-04	2
1.885218e+03	2.610102e+00	-5.001019e-04	2
1.885669e+03	2.610103e+00	-5.000547e-04	2
1.886117e+03	2.610096e+00	-5.000759e-04	2
1.886568e+03	2.610094e+00	-5.001160e-04	2
1.887018e+03	2.610043e+00	-4.999556e-04	2
1.887468e+03	2.610063e+00	-5.000783e-04	2
1.887918e+03	2.610004e+00	-5.000453e-04	2
1.888368e+03	2.609991e+00	-5.001137e-04	2
1.888818e+03	2.609976e+00	-5.000712e-04	2
1.889268e+03	2.609996e+00	-5.000712e-04	2
1.889718e+03	2.609996e+00	-5.001373e-04	2
1.890168e+03	2.609946e+00	-5.000311e-04	2
1.890618e+03	2.609956e+00	-5.001538e-04	2
1.891068e+03	2.609940e+00	-5.000523e-04	2
1.891519e+03	2.609902e+00	-5.000877e-04	2
1.891968e+03	2.609901e+00	-5.001656e-04	2
1.892418e+03	2.609880e+00	-5.000972e-04	2
1.892868e+03	2.609868e+00	-5.000099e-04	2
1.893319e+03	2.609870e+00	-5.000547e-04	2
1.893769e+03	2.609840e+00	-5.002033e-04	2
1.894219e+03	2.609833e+00	-5.000382e-04	2
1.894669e+03	2.609816e+00	-5.001538e-04	2
1.895120e+03	2.609809e+00	-5.000500e-04	2
1.895570e+03	2.609771e+00	-5.001585e-04	2
1.896019e+03	2.609783e+00	-5.001113e-04	2
1.896469e+03	2.609756e+00	-5.001608e-04	2
1.896920e+03	2.609735e+00	-5.001231e-04	2
1.897369e+03	2.609741e+00	-5.001538e-04	2
1.897819e+03	2.609719e+00	-5.000712e-04	2
1.898269e+03	2.609703e+00	-5.000523e-04	2
1.898720e+03	2.609690e+00	-5.000547e-04	2
1.899170e+03	2.609656e+00	-5.001255e-04	2
1.899619e+03	2.609653e+00	-5.001656e-04	2
1.900069e+03	2.609657e+00	-5.000453e-04	2
1.900520e+03	2.609637e+00	-5.001184e-04	2
1.900969e+03	2.609618e+00	-5.000028e-04	2
1.901419e+03	2.609610e+00	-5.001467e-04	2
1.901869e+03	2.609594e+00	-5.000712e-04	2
1.902320e+03	2.609587e+00	-5.000429e-04	2
1.902770e+03	2.609551e+00	-5.000901e-04	2
1.903220e+03	2.609560e+00	-5.001090e-04	2
1.903669e+03	2.609531e+00	-5.001137e-04	2
1.904120e+03	2.609534e+00	-5.000689e-04	2
1.904569e+03	2.609525e+00	-5.001349e-04	2
1.905020e+03	2.609475e+00	-5.000689e-04	2
1.905469e+03	2.609490e+00	-5.001656e-04	2
1.905920e+03	2.609457e+00	-5.000877e-04	2
1.906370e+03	2.609458e+00	-4.999816e-04	2
1.906819e+03	2.609446e+00	-5.000406e-04	2
1.907270e+03	2.609430e+00	-5.000123e-04	2
1.907720e+03	2.609395e+00	-5.000665e-04	2
1.908170e+03	2.609402e+00	-5.001420e-04	2
1.908619e+03	2.609377e+00	-5.002481e-04	2
1.909070e+03	2.609383e+00	-5.000854e-04	2
1.909520e+03	2.609352e+00	-5.000240e-04	2
1.909970e+03	2.609346e+00	-5.000523e-04	2
1.910420e+03	2.609315e+00	-5.000382e-04	2
1.910870e+03	2.609303e+00	-5.000500e-04	2
1.911320e+03	2.609301e+00	-5.001656e-04	2
1.911770e+03	2.609280e+00	-5.000830e-04	2
1.912220e+03	2.609278e+00	-5.000005e-04	2
1.912670e+03	2.609242e+00	-5.000924e-04	2
1.913120e+03	2.609208e+00	-5.001373e-04	2
1.913570e+03	2.609254e+00	-5.001797e-04	2
1.914020e+03	2.609216e+00	-5.000665e-04	2
1.914469e+03	2.609181e+00	-5.001090e-04	2
1.914920e+03	2.609190e+00	-5.001514e-04	2
1.915370e+03	2.609190e+00	-5.000311e-04	2
1.915829e+03	2.609180e+00	-5.001184e-04	2
1.916275e+03	2.609119e+00	-5.001302e-04	2
1.916724e+03	2.609144e+00	-5.001042e-04	2
1.917174e+03	2.609100e+00	-5.001113e-04	2
1.917624e+03	2.609105e+00	-5.002009e-04	2
1.918074e+03	2.609106e+00	-5.001656e-04	2
1.918524e+03	2.609084e+00	-5.001373e-04	2
1.918975e+03	2.609051e+00	-5.001443e-04	2
1.919424e+03	2.609019e+00	-5.000288e-04	2
1.919874e+03	2.609039e+00	-5.001207e-04	2
1.920324e+03	2.609001e+00	-5.000948e-04	2
1.920775e+03	2.609015e+00	-5.001373e-04	2
1.921224e+03	2.608978e+00	-5.000877e-04	2
1.921675e+03	2.608963e+00	-5.000972e-04	2
1.922125e+03	2.608997e+00	-5.001042e-04	2
1.922575e+03	2.608952e+00	-5.000807e-04	2
1.923025e+03	2.608965e+00	-5.000500e-04	2
1.923475e+03	2.608907e+00	-5.000995e-04	2
1.923925e+03	2.608897e+00	-5.000264e-04	2
1.924376e+03	2.608894e+00	-5.000123e-04	2
1.924825e+03	2.608916e+00	-5.000830e-04	2
1.925274e+03	2.608912e+00	-5.001231e-04	2
1.925725e+03	2.608879e+00	-5.000901e-04	2
1.926176e+03	2.608857e+00	-5.001632e-04	2
1.926625e+03	2.608849e+00	-5.000453e-04	2
1.927075e+03	2.608804e+00	-5.001396e-04	2
1.927525e+03	2.608809e+00	-5.000783e-04	2
1.927976e+03	2.608794e+00	-5.001066e-04	2
1.928425e+03	2.608769e+00	-5.001231e-04	2
1.928875e+03	2.608756e+00	-5.000476e-04	2
1.929325e+03	2.608752e+00	-5.000264e-04	2
1.929776e+03	2.608755e+00	-5.000500e-04	2
1.930225e+03	2.608722e+00	-5.001066e-04	2
1.930675e+03	2.608718e+00	-5.000854e-04	2
1.931125e+03	2.608689e+00	-5.000594e-04	2
1.931576e+03	2.608672e+00	-5.000830e-04	2
1.932025e+03	2.608653e+00	-5.000689e-04	2
1.932475e+03	2.608662e+00	-5.000358e-04	2
1.932925e+03	2.608626e+00	-5.000335e-04	2
1.933376e+03	2.608616e+00	-5.001278e-04	2
1.933825e+03	2.608621e+00	-5.000830e-04	2
1.934275e+03	2.608614e+00	-5.001207e-04	2
1.934725e+03	2.608571e+00	-5.000807e-04	2
1.935176e+03	2.608566e+00	-5.000665e-04	2
1.935625e+03	2.608546e+00	-5.000877e-04	2
1.936075e+03	2.608536e+00	-5.001113e-04	2
1.936525e+03	2.608524e+00	-5.000335e-04	2
1.936976e+03	2.608487e+00	-5.001750e-04	2
1.937425e+03	2.608495e+00	-5.000170e-04	2
1.937875e+03	2.608459e+00	-5.000830e-04	2
1.938325e+03	2.608457e+00	-5.001255e-04	2
1.938776e+03	2.608471e+00	-5.001349e-04	2
1.939225e+03	2.608450e+00	-5.001113e-04	2
1.939675e+03	2.608421e+00	-5.000736e-04	2
1.940128e+03	2.608398e+00	-5.001420e-04	2
1.940576e+03	2.608365e+00	-5.001679e-04	2
1.941025e+03	2.608381e+00	-5.001514e-04	2
1.941475e+03	2.608381e+00	-5.001821e-04	2
1.941925e+03	2.608348e+00	-5.000523e-04	2
1.942376e+03	2.608356e+00	-5.001160e-04	2
1.942825e+03	2.608309e+00	-5.000854e-04	2
1.943275e+03	2.608318e+00	-5.001184e-04	2
1.943725e+03	2.608307e+00	-5.000217e-04	2
1.944176e+03	2.608308e+00	-5.000712e-04	2
1.944625e+03	2.608282e+00	-5.001255e-04	2
1.945075e+03	2.608263e+00	-5.000830e-04	2
1.945525e+03	2.608241e+00	-5.000736e-04	2
1.945976e+03	2.608238e+00	-5.000877e-04	2
1.946425e+03	2.608232e+00	-5.000594e-04	2
1.946875e+03	2.608206e+00	-5.001184e-04	2
1.947325e+03	2.608179e+00	-5.000146e-04	2
1.947776e+03	2.608186e+00	-5.001184e-04	2
1.948225e+03	2.608170e+00	-5.001255e-04	2
1.948675e+03	2.608147e+00	-5.001042e-04	2
1.949125e+03	2.608129e+00	-4.999840e-04	2
1.949576e+03	2.608128e+00	-5.000854e-04	2
1.950026e+03	2.608137e+00	-5.001656e-04	2
1.950475e+03	2.608102e+00	-5.000712e-04	2
1.950926e+03	2.608080e+00	-5.001255e-04	2
1.951376e+03	2.608074e+00	-5.000807e-04	2
1.951826e+03	2.608073e+00	-5.001396e-04	2
1.952275e+03	2.608045e+00	-5.000689e-04	2
1.952726e+03	2.608019e+00	-5.000783e-04	2
1.953175e+03	2.608002e+00	-5.001797e-04	2
1.953625e+03	2.608006e+00	-5.000995e-04	2
1.954075e+03	2.607988e+00	-5.001349e-04	2
1.954525e+03	2.607982e+00	-5.000193e-04	2
1.954975e+03	2.608002e+00	-5.000736e-04	2
1.955425e+03	2.607957e+00	-5.000807e-04	2
1.955875e+03	2.607922e+00	-5.001349e-04	2
1.956325e+03	2.607940e+00	-5.001349e-04	2
1.956775e+03	2.607912e+00	-5.000759e-04	2
1.957226e+03	2.607911e+00	-5.001467e-04	2
1.957676e+03	2.607880e+00	-5.001255e-04	2
1.958125e+03	2.607851e+00	-5.001255e-04	2
1.958576e+03	2.607854e+00	-5.001868e-04	2
1.959025e+03	2.607816e+00	-5.000807e-04	2
1.959476e+03	2.607829e+00	-5.001278e-04	2
1.959925e+03	2.607833e+00	-5.001019e-04	2
1.960375e+03	2.607801e+00	-5.000571e-04	2
1.960826e+03	2.607774e+00	-5.001679e-04	2
1.961276e+03	2.607762e+00	-5.000665e-04	2
1.961726e+03	2.607727e+00	-5.001113e-04	2
1.962176e+03	2.607760e+00	-5.000924e-04	2
1.962626e+03	2.607764e+00	-5.001608e-04	2
1.963075e+03	2.607700e+00	-5.000476e-04	2
1.963526e+03	2.607702e+00	-5.001325e-04	2
1.963975e+03	2.607689e+00	-5.000689e-04	2
1.964426e+03	2.607682e+00	-5.000807e-04	2
1.964876e+03	2.607658e+00	-5.001396e-04	2
1.965325e+03	2.607639e+00	-5.001090e-04	2
1.965776e+03	2.607645e+00	-5.000830e-04	2
1.966226e+03	2.607620e+00	-5.001302e-04	2
1.966676e+03	2.607609e+00	-5.001160e-04	2
1.967126e+03	2.607570e+00	-5.000759e-04	2
1.967576e+03	2.607558e+00	-5.001184e-04	2
1.968026e+03	2.607528e+00	-5.001113e-04	2
1.968476e+03	2.607539e+00	-5.002269e-04	2
1.968926e+03	2.607551e+00	-5.001349e-04	2
1.969376e+03	2.607523e+00	-5.000924e-04	2
1.969826e+03	2.607504e+00	-5.001160e-04	2
1.970276e+03	2.607482e+00	-5.000736e-04	2
1.970726e+03	2.607460e+00	-5.000594e-04	2
1.971176e+03	2.607476e+00	-5.000618e-04	2
1.971626e+03	2.607461e+00	-5.000807e-04	2
1.972076e+03	2.607425e+00	-5.001656e-04	2
1.972526e+03	2.607420e+00	-5.000783e-04	2
1.972985e+03	2.607404e+00	-5.001325e-04	2
1.973427e+03	2.607372e+00	-5.001325e-04	2
1.973877e+03	2.607386e+00	-5.000618e-04	2
1.974327e+03	2.607378e+00	-5.001467e-04	2
1.974777e+03	2.607355e+00	-5.000924e-04	2
1.975227e+03	2.607345e+00	-5.001278e-04	2
1.975677e+03	2.607333e+00	-5.000759e-04	2
1.976127e+03	2.607313e+00	-5.000594e-04	2
1.976577e+03	2.607304e+00	-5.000736e-04	2
1.977028e+03	2.607280e+00	-5.000830e-04	2
1.977477e+03	2.607293e+00	-5.000783e-04	2
1.977927e+03	2.607249e+00	-5.000689e-04	2
1.978377e+03	2.607256e+00	-5.000193e-04	2
1.978828e+03	2.607218e+00	-5.000689e-04	2
1.979277e+03	2.607243e+00	-5.000807e-04	2
1.979727e+03	2.607228e+00	-5.001915e-04	2
1.980177e+03	2.607224e+00	-5.000877e-04	2
1.980628e+03	2.607169e+00	-5.000052e-04	2
1.981077e+03	2.607162e+00	-5.001349e-04	2
1.981527e+03	2.607158e+00	-5.001137e-04	2
1.981977e+03	2.607149e+00	-5.000759e-04	2
1.982428e+03	2.607135e+00	-5.001113e-04	2
1.982877e+03	2.607126e+00	-5.001656e-04	2
1.983327e+03	2.607106e+00	-5.000523e-04	2
1.983777e+03	2.607101e+00	-5.000948e-04	2
1.984228e+03	2.607050e+00	-5.000783e-04	2
1.984678e+03	2.607056e+00	-5.001420e-04	2
1.985127e+03	2.607040e+00	-5.000217e-04	2
1.985577e+03	2.607017e+00	-5.001255e-04	2
1.986028e+03	2.607007e+00	-5.001396e-04	2
1.986478e+03	2.607024e+00	-5.000523e-04	2
1.986927e+03	2.607003e+00	-5.000264e-04	2
1.987377e+03	2.607011e+00	-5.000453e-04	2
1.987828e+03	2.606971e+00	-5.001467e-04	2
1.988277e+03	2.606972e+00	-5.000028e-04	2
1.988727e+03	2.606955e+00	-5.001231e-04	2
1.989177e+03	2.606914e+00	-5.001608e-04	2
